species	interaction_name	interaction_name_2	ligand	receptor	pathway_name	annotation	version
human	Adenosine-ADO-NT5E_SLC29A2_ADORA2A	ADO-(NT5E+SLC29A2) - ADORA2A	ADO-NT5E_SLC29A2	ADORA2A	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A2_ADORA2B	ADO-(NT5E+SLC29A2) - ADORA2B	ADO-NT5E_SLC29A2	ADORA2B	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A2_ADORA3	ADO-(NT5E+SLC29A2) - ADORA3	ADO-NT5E_SLC29A2	ADORA3	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A3_ADORA1	ADO-(NT5E+SLC29A3) - ADORA1	ADO-NT5E_SLC29A3	ADORA1	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A3_ADORA2A	ADO-(NT5E+SLC29A3) - ADORA2A	ADO-NT5E_SLC29A3	ADORA2A	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A3_ADORA2B	ADO-(NT5E+SLC29A3) - ADORA2B	ADO-NT5E_SLC29A3	ADORA2B	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A3_ADORA3	ADO-(NT5E+SLC29A3) - ADORA3	ADO-NT5E_SLC29A3	ADORA3	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A4_ADORA1	ADO-(NT5E+SLC29A4) - ADORA1	ADO-NT5E_SLC29A4	ADORA1	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A4_ADORA2A	ADO-(NT5E+SLC29A4) - ADORA2A	ADO-NT5E_SLC29A4	ADORA2A	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A4_ADORA2B	ADO-(NT5E+SLC29A4) - ADORA2B	ADO-NT5E_SLC29A4	ADORA2B	Adenosine	Non-protein Signaling	CellChatDB v2
human	Adenosine-ADO-NT5E_SLC29A4_ADORA3	ADO-(NT5E+SLC29A4) - ADORA3	ADO-NT5E_SLC29A4	ADORA3	Adenosine	Non-protein Signaling	CellChatDB v2
human	ITGAV_ITGB3_ADGRA2	(ITGAV+ITGB3) - ADGRA2	ITGAV_ITGB3	ADGRA2	ADGRA	Cell-Cell Contact	CellChatDB v2
human	SDC1_ADGRA2	SDC1 - ADGRA2	SDC1	ADGRA2	ADGRA	Cell-Cell Contact	CellChatDB v2
human	SDC2_ADGRA2	SDC2 - ADGRA2	SDC2	ADGRA2	ADGRA	Cell-Cell Contact	CellChatDB v2
human	C1QL1_ADGRB3	C1QL1 - ADGRB3	C1QL1	ADGRB3	ADGRB	Cell-Cell Contact	CellChatDB v2
human	C1QL2_ADGRB3	C1QL2 - ADGRB3	C1QL2	ADGRB3	ADGRB	Cell-Cell Contact	CellChatDB v2
human	C1QL3_ADGRB3	C1QL3 - ADGRB3	C1QL3	ADGRB3	ADGRB	Cell-Cell Contact	CellChatDB v2
human	C1QL4_ADGRB3	C1QL4 - ADGRB3	C1QL4	ADGRB3	ADGRB	Cell-Cell Contact	CellChatDB v2
human	ITGAV_ITGB5_ADGRB1	(ITGAV+ITGB5) - ADGRB1	ITGAV_ITGB5	ADGRB1	ADGRB	Cell-Cell Contact	CellChatDB v2
human	RTN4R_ADGRB1	RTN4R - ADGRB1	RTN4R	ADGRB1	ADGRB	Cell-Cell Contact	CellChatDB v2
human	TAX1BP3_ADGRB1	TAX1BP3 - ADGRB1	TAX1BP3	ADGRB1	ADGRB	Cell-Cell Contact	CellChatDB v2
human	TAX1BP3_ADGRB2	TAX1BP3 - ADGRB2	TAX1BP3	ADGRB2	ADGRB	Cell-Cell Contact	CellChatDB v2
human	CD55_ADGRE5	CD55 - ADGRE5	CD55	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	ITGAV_ITGB1_ADGRE2	(ITGAV+ITGB1) - ADGRE2	ITGAV_ITGB1	ADGRE2	ADGRE	Cell-Cell Contact	CellChatDB v2
human	ITGAV_ITGB1_ADGRE5	(ITGAV+ITGB1) - ADGRE5	ITGAV_ITGB1	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	ITGAV_ITGB3_ADGRE2	(ITGAV+ITGB3) - ADGRE2	ITGAV_ITGB3	ADGRE2	ADGRE	Cell-Cell Contact	CellChatDB v2
human	ITGAV_ITGB3_ADGRE5	(ITGAV+ITGB3) - ADGRE5	ITGAV_ITGB3	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	LPAR1_ADGRE5	LPAR1 - ADGRE5	LPAR1	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	LPAR2_ADGRE5	LPAR2 - ADGRE5	LPAR2	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	LPAR3_ADGRE5	LPAR3 - ADGRE5	LPAR3	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	SFTPD_ADGRE5	SFTPD - ADGRE5	SFTPD	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	THY1_ADGRE2	THY1 - ADGRE2	THY1	ADGRE2	ADGRE	Cell-Cell Contact	CellChatDB v2
human	THY1_ADGRE5	THY1 - ADGRE5	THY1	ADGRE5	ADGRE	Cell-Cell Contact	CellChatDB v2
human	COL3A1_ADGRG1	COL3A1 - ADGRG1	COL3A1	ADGRG1	ADGRG	Cell-Cell Contact	CellChatDB v2
human	COL4A1_ADGRG6	COL4A1 - ADGRG6	COL4A1	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	COL4A2_ADGRG6	COL4A2 - ADGRG6	COL4A2	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	COL4A3_ADGRG6	COL4A3 - ADGRG6	COL4A3	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	COL4A4_ADGRG6	COL4A4 - ADGRG6	COL4A4	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	COL4A5_ADGRG6	COL4A5 - ADGRG6	COL4A5	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	COL4A6_ADGRG6	COL4A6 - ADGRG6	COL4A6	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	GAST_ADGRG1	GAST - ADGRG1	GAST	ADGRG1	ADGRG	Cell-Cell Contact	CellChatDB v2
human	LAMA2_ADGRG6	LAMA2 - ADGRG6	LAMA2	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	PRNP_ADGRG6	PRNP - ADGRG6	PRNP	ADGRG6	ADGRG	Cell-Cell Contact	CellChatDB v2
human	TGM2_ADGRG1	TGM2 - ADGRG1	TGM2	ADGRG1	ADGRG	Cell-Cell Contact	CellChatDB v2
human	FLRT1_ADGRL1	FLRT1 - ADGRL1	FLRT1	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT1_ADGRL2	FLRT1 - ADGRL2	FLRT1	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT1_ADGRL3	FLRT1 - ADGRL3	FLRT1	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT2_ADGRL1	FLRT2 - ADGRL1	FLRT2	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT2_ADGRL2	FLRT2 - ADGRL2	FLRT2	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT2_ADGRL3	FLRT2 - ADGRL3	FLRT2	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT3_ADGRL1	FLRT3 - ADGRL1	FLRT3	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT3_ADGRL2	FLRT3 - ADGRL2	FLRT3	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	FLRT3_ADGRL3	FLRT3 - ADGRL3	FLRT3	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	NRXN1_ADGRL1	NRXN1 - ADGRL1	NRXN1	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	NRXN2_ADGRL1	NRXN2 - ADGRL1	NRXN2	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	NRXN3_ADGRL1	NRXN3 - ADGRL1	NRXN3	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM1_ADGRL1	TENM1 - ADGRL1	TENM1	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM1_ADGRL2	TENM1 - ADGRL2	TENM1	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM1_ADGRL3	TENM1 - ADGRL3	TENM1	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM2_ADGRL1	TENM2 - ADGRL1	TENM2	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM2_ADGRL2	TENM2 - ADGRL2	TENM2	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM2_ADGRL3	TENM2 - ADGRL3	TENM2	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM2_FLRT1_ADGRL1	(TENM2+FLRT1) - ADGRL1	TENM2_FLRT1	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM2_FLRT3_ADGRL1	(TENM2+FLRT3) - ADGRL1	TENM2_FLRT3	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM2_FLRT3_ADGRL2	(TENM2+FLRT3) - ADGRL2	TENM2_FLRT3	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM3_ADGRL1	TENM3 - ADGRL1	TENM3	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM3_ADGRL2	TENM3 - ADGRL2	TENM3	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM3_ADGRL3	TENM3 - ADGRL3	TENM3	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM3_FLRT1_ADGRL3	(TENM3+FLRT1) - ADGRL3	TENM3_FLRT1	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM3_FLRT3_ADGRL3	(TENM3+FLRT3) - ADGRL3	TENM3_FLRT3	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM4_ADGRL1	TENM4 - ADGRL1	TENM4	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM4_ADGRL2	TENM4 - ADGRL2	TENM4	ADGRL2	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM4_ADGRL3	TENM4 - ADGRL3	TENM4	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM4_FLRT1_ADGRL1	(TENM4+FLRT1) - ADGRL1	TENM4_FLRT1	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	TENM4_FLRT3_ADGRL1	(TENM4+FLRT3) - ADGRL1	TENM4_FLRT3	ADGRL1	ADGRL	Cell-Cell Contact	CellChatDB v2
human	UNC5A_ADGRL3	UNC5A - ADGRL3	UNC5A	ADGRL3	ADGRL	Cell-Cell Contact	CellChatDB v2
human	ADIPOQ_ADIPOR1	ADIPOQ - ADIPOR1	ADIPOQ	ADIPOR1	ADIPONECTIN	Secreted Signaling	CellChatDB v1
human	ADIPOQ_ADIPOR2	ADIPOQ - ADIPOR2	ADIPOQ	ADIPOR2	ADIPONECTIN	Secreted Signaling	CellChatDB v1
human	ADM_CALCR_RAMP1	ADM - (CALCR+RAMP1)	ADM	CALCR_RAMP1	ADM	Secreted Signaling	CellChatDB v2
human	ADM_CALCR_RAMP2	ADM - (CALCR+RAMP2)	ADM	CALCR_RAMP2	ADM	Secreted Signaling	CellChatDB v2
human	ADM_CALCR_RAMP3	ADM - (CALCR+RAMP3)	ADM	CALCR_RAMP3	ADM	Secreted Signaling	CellChatDB v2
human	ADM_CALCRL_RAMP1	ADM - (CALCRL+RAMP1)	ADM	CALCRL_RAMP1	ADM	Secreted Signaling	CellChatDB v2
human	ADM_CALCRL_RAMP2	ADM - (CALCRL+RAMP2)	ADM	CALCRL_RAMP2	ADM	Secreted Signaling	CellChatDB v2
human	ADM_CALCRL_RAMP3	ADM - (CALCRL+RAMP3)	ADM	CALCRL_RAMP3	ADM	Secreted Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRA1A	ADR-(PNMT+SLC18A1) - ADRA1A	ADR-PNMT_SLC18A1	ADRA1A	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRA1B	ADR-(PNMT+SLC18A1) - ADRA1B	ADR-PNMT_SLC18A1	ADRA1B	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRA1D	ADR-(PNMT+SLC18A1) - ADRA1D	ADR-PNMT_SLC18A1	ADRA1D	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRA2A	ADR-(PNMT+SLC18A1) - ADRA2A	ADR-PNMT_SLC18A1	ADRA2A	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRA2B	ADR-(PNMT+SLC18A1) - ADRA2B	ADR-PNMT_SLC18A1	ADRA2B	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRA2C	ADR-(PNMT+SLC18A1) - ADRA2C	ADR-PNMT_SLC18A1	ADRA2C	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRB1	ADR-(PNMT+SLC18A1) - ADRB1	ADR-PNMT_SLC18A1	ADRB1	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRB2	ADR-(PNMT+SLC18A1) - ADRB2	ADR-PNMT_SLC18A1	ADRB2	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A1_ADRB3	ADR-(PNMT+SLC18A1) - ADRB3	ADR-PNMT_SLC18A1	ADRB3	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRA1A	ADR-(PNMT+SLC18A2) - ADRA1A	ADR-PNMT_SLC18A2	ADRA1A	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRA1B	ADR-(PNMT+SLC18A2) - ADRA1B	ADR-PNMT_SLC18A2	ADRA1B	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRA1D	ADR-(PNMT+SLC18A2) - ADRA1D	ADR-PNMT_SLC18A2	ADRA1D	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRA2A	ADR-(PNMT+SLC18A2) - ADRA2A	ADR-PNMT_SLC18A2	ADRA2A	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRA2B	ADR-(PNMT+SLC18A2) - ADRA2B	ADR-PNMT_SLC18A2	ADRA2B	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRA2C	ADR-(PNMT+SLC18A2) - ADRA2C	ADR-PNMT_SLC18A2	ADRA2C	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRB1	ADR-(PNMT+SLC18A2) - ADRB1	ADR-PNMT_SLC18A2	ADRB1	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRB2	ADR-(PNMT+SLC18A2) - ADRB2	ADR-PNMT_SLC18A2	ADRB2	Adrenaline	Non-protein Signaling	CellChatDB v2
human	Adrenaline-ADR-PNMT_SLC18A2_ADRB3	ADR-(PNMT+SLC18A2) - ADRB3	ADR-PNMT_SLC18A2	ADRB3	Adrenaline	Non-protein Signaling	CellChatDB v2
human	AGRN_DAG1	AGRN - DAG1	AGRN	DAG1	AGRN	ECM-Receptor	CellChatDB v1
human	AGT_AGTR1B	AGT - AGTR1B	AGT	AGTR1	AGT	Secreted Signaling	CellChatDB v1
human	AGT_AGTR2	AGT - AGTR2	AGT	AGTR2	AGT	Secreted Signaling	CellChatDB v2
human	AGT_MAS1	AGT - MAS1	AGT	MAS1	AGT	Secreted Signaling	CellChatDB v1
human	Aldosterone-Aldo-CYP11B2_NR3C1	Aldo-CYP11B2 - NR3C1	Aldo-CYP11B2	NR3C1	Aldo	Non-protein Signaling	CellChatDB v2
human	Aldosterone-Aldo-CYP11B2_NR3C2	Aldo-CYP11B2 - NR3C2	Aldo-CYP11B2	NR3C2	Aldo	Non-protein Signaling	CellChatDB v2
human	AMH_AMHR2_ACVR1	AMH - (AMHR2+ACVR1)	AMH	AMHR2_ACVR1	AMH	Secreted Signaling	CellChatDB v1
human	AMH_AMHR2_BMPR1A	AMH - (AMHR2+BMPR1A)	AMH	AMHR2_BMPR1A	AMH	Secreted Signaling	CellChatDB v1
human	AMH_AMHR2_BMPR1B	AMH - MIS_RECEPTOR_2	AMH	AMHR2_BMPR1B	AMH	Secreted Signaling	CellChatDB v2
human	ANDROSTENEDIONE-CYP17A1_AR	ANDROSTENEDIONE-CYP17A1 - AR	Androstenedione-CYP17A1	AR	Androstenedione	Non-protein Signaling	CellChatDB v2
human	ANDROSTERONE-HSD17B6_NR1H4	ANDROSTERONE-HSD17B6 - NR1H4	Androsterone-HSD17B6	NR1H4	Androsterone	Non-protein Signaling	CellChatDB v2
human	ANGPT1_TEK	ANGPT1 - TEK	ANGPT1	TEK	ANGPT	Secreted Signaling	CellChatDB v1
human	ANGPT2_ITGA5_ITGB1	ANGPT2 - (ITGA5+ITGB1)	ANGPT2	ITGA5_ITGB1	ANGPT	Secreted Signaling	CellChatDB v1
human	ANGPT2_TEK	ANGPT2 - TEK	ANGPT2	TEK	ANGPT	Secreted Signaling	CellChatDB v1
human	ANGPTL1_ITGA1_ITGB1	ANGPTL1 - (ITGA1+ITGB1)	ANGPTL1	ITGA1_ITGB1	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL1_PIRB	ANGPTL1 - PIRB	ANGPTL1	LILRB3	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL2_ITGA5_ITGB1	ANGPTL2 - (ITGA5+ITGB1)	ANGPTL2	ITGA5_ITGB1	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL2_PIRB	ANGPTL2 - PIRB	ANGPTL2	LILRB3	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL2_TLR4	ANGPTL2 - TLR4	ANGPTL2	TLR4	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL3_ITGAV_ITGB3	ANGPTL3 - (ITGAV+ITGB3)	ANGPTL3	ITGAV_ITGB3	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_CDH11	ANGPTL4 - CDH11	ANGPTL4	CDH11	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_CDH5	ANGPTL4 - CDH5	ANGPTL4	CDH5	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_ITGA5_ITGB1	ANGPTL4 - (ITGA5+ITGB1)	ANGPTL4	ITGA5_ITGB1	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_ITGAV_ITGB3	ANGPTL4 - (ITGAV+ITGB3)	ANGPTL4	ITGAV_ITGB3	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_SDC1	ANGPTL4 - SDC1	ANGPTL4	SDC1	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_SDC2	ANGPTL4 - SDC2	ANGPTL4	SDC2	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_SDC3	ANGPTL4 - SDC3	ANGPTL4	SDC3	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL4_SDC4	ANGPTL4 - SDC4	ANGPTL4	SDC4	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANGPTL7_PIRB	ANGPTL7 - PIRB	ANGPTL7	LILRB3	ANGPTL	Secreted Signaling	CellChatDB v1
human	ANXA1_FPR1	ANXA1 - FPR1	ANXA1	FPR1	ANNEXIN	Secreted Signaling	CellChatDB v1
human	ANXA1_FPR2	ANXA1 - FPR2	ANXA1	FPR2	ANNEXIN	Secreted Signaling	CellChatDB v1
human	ANXA1_FPR2_LXA4	ANXA1 - (FPR2+LXA4)	ANXA1	FPR2_LXA4	ANNEXIN	Secreted Signaling	CellChatDB v1
human	ANXA1_FPR3	ANXA1 - FPR3	ANXA1	FPR3	ANNEXIN	Secreted Signaling	CellChatDB v2
human	MT-RNR2_FPRL1	MT-RNR2 - FPRL1	MT-RNR2	FPR2	ANNEXIN	Secreted Signaling	CellChatDB v2
human	MT-RNR2_FPRL2	MT-RNR2 - FPRL2	MT-RNR2	FPR3	ANNEXIN	Secreted Signaling	CellChatDB v2
human	APLN_APLNR	APLN - APLNR	APLN	APLNR	APELIN	Secreted Signaling	CellChatDB v1
human	APELA_APLNR	APELA - APLNR	APELA	APLNR	APJ	Secreted Signaling	CellChatDB v1
human	APOA1_ABCA1	APOA1 - ABCA1	APOA1	ABCA1	ApoA	Cell-Cell Contact	CellChatDB v2
human	APOA1_CUBN_AMN	APOA1 - (CUBN+AMN)	APOA1	CUBN_AMN	ApoA	Cell-Cell Contact	CellChatDB v2
human	APOA1_TREM2_TYROBP	APOA1 - TREM2	APOA1	TREM2_TYROBP	ApoA	Cell-Cell Contact	CellChatDB v2
human	APOA2_TREM2_TYROBP	APOA2 - TREM2	APOA2	TREM2_TYROBP	ApoA	Cell-Cell Contact	CellChatDB v2
human	APOB_APOBR	APOB - APOBR	APOB	APOBR	ApoB	Cell-Cell Contact	CellChatDB v2
human	APOB_TREM2_TYROBP	APOB - TREM2	APOB	TREM2_TYROBP	ApoB	Cell-Cell Contact	CellChatDB v2
human	APOE_TREM2_TYROBP	APOE - TREM2	APOE	TREM2_TYROBP	ApoE	Cell-Cell Contact	CellChatDB v2
human	APP_CD74	APP - CD74	APP	CD74	APP	Cell-Cell Contact	CellChatDB v1
human	APP_SORL1	APP - SORL1	APP	SORL1	APP	Cell-Cell Contact	CellChatDB v2
human	APP_TNFRSF21	APP - TNFRSF21	APP	TNFRSF21	APP	Cell-Cell Contact	CellChatDB v2
human	APP_TREM2_TYROBP	APP - (TREM2+TYROBP)	APP	TREM2_TYROBP	APP	Cell-Cell Contact	CellChatDB v2
human	TNFSF13_TNFRSF13B	TNFSF13 - TNFRSF13B	TNFSF13	TNFRSF13B	APRIL	Secreted Signaling	CellChatDB v1
human	TNFSF13_TNFRSF17	TNFSF13 - TNFRSF17	TNFSF13	TNFRSF17	APRIL	Secreted Signaling	CellChatDB v1
human	AVP_AVPR1A	AVP - AVPR1A	AVP	AVPR1A	AVP	Secreted Signaling	CellChatDB v1
human	AVP_AVPR1B	AVP - AVPR1B	AVP	AVPR1B	AVP	Secreted Signaling	CellChatDB v1
human	AVP_AVPR2	AVP - AVPR2	AVP	AVPR2	AVP	Secreted Signaling	CellChatDB v1
human	TNFSF13B_TNFRSF13B	TNFSF13B - TNFRSF13B	TNFSF13B	TNFRSF13B	BAFF	Secreted Signaling	CellChatDB v1
human	TNFSF13B_TNFRSF13C	TNFSF13B - TNFRSF13C	TNFSF13B	TNFRSF13C	BAFF	Secreted Signaling	CellChatDB v1
human	TNFSF13B_TNFRSF17	TNFSF13B - TNFRSF17	TNFSF13B	TNFRSF17	BAFF	Secreted Signaling	CellChatDB v1
human	BAG6_NCR3-PS	BAG6 - NCR3-PS	BAG6	NCR3	BAG	Secreted Signaling	CellChatDB v1
human	BMP15_BMPR1B_BMPR2	BMP15 - (BMPR1B+BMPR2)	BMP15	BMPR1B_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP2_BMPR1A_ACVR2A	BMP2 - (BMPR1A+ACVR2A)	BMP2	BMPR1A_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP2_BMPR1A_ACVR2B	BMP2 - (BMPR1A+ACVR2B)	BMP2	BMPR1A_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP2_BMPR1A_BMPR2	BMP2 - (BMPR1A+BMPR2)	BMP2	BMPR1A_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP2	BMPR1B_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP2	BMPR1B_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP2	BMPR1B_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP4_BMPR1A_ACVR2A	BMP4 - (BMPR1A+ACVR2A)	BMP4	BMPR1A_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP4_BMPR1A_ACVR2B	BMP4 - (BMPR1A+ACVR2B)	BMP4	BMPR1A_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP4_BMPR1A_BMPR2	BMP4 - (BMPR1A+BMPR2)	BMP4	BMPR1A_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP4_BMPR1B_ACVR2A	BMP4 - (BMPR1B+ACVR2A)	BMP4	BMPR1B_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP4_BMPR1B_ACVR2B	BMP4 - (BMPR1B+ACVR2B)	BMP4	BMPR1B_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP4_BMPR1B_BMPR2	BMP4 - (BMPR1B+BMPR2)	BMP4	BMPR1B_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_ACVR1_ACVR2A	BMP5 - (ACVR1+ACVR2A)	BMP5	ACVR1_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_ACVR1_ACVR2B	BMP5 - (ACVR1+ACVR2B)	BMP5	ACVR1_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_ACVR1_BMPR2	BMP5 - (ACVR1+BMPR2)	BMP5	ACVR1_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_BMPR1A_ACVR2A	BMP5 - (BMPR1A+ACVR2A)	BMP5	BMPR1A_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_BMPR1A_ACVR2B	BMP5 - (BMPR1A+ACVR2B)	BMP5	BMPR1A_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_BMPR1A_BMPR2	BMP5 - (BMPR1A+BMPR2)	BMP5	BMPR1A_BMPR2	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_BMPR1B_ACVR2A	BMP5 - (BMPR1B+ACVR2A)	BMP5	BMPR1B_ACVR2A	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_BMPR1B_ACVR2B	BMP5 - (BMPR1B+ACVR2B)	BMP5	BMPR1B_ACVR2B	BMP	Secreted Signaling	CellChatDB v1
human	BMP5_BMPR1B_BMPR2	BMP5 - (BMPR1B+BMPR2)	BMP5	BMPR1B_BMPR2	BMP	Secreted Signaling	CellChatDB v1
